REF DU MUSEE;NOM DU MUSEE;ANNEE;REGION;VILLE;DATE APPELLATION;PAYANT;GRATUIT;TYPE_ACCESSIBILITE;TOTAL;NOTE;ID MUSEOFILE;DEPARTEMENT;OBSERVATIONS
5145407;Musée de l'Ancien Collège des Jésuites/Planétarium;2010;GRAND EST;REIMS;01/02/2003;2874;29098;MIXTE;31972;;;MARNE;
2B16901;Musée Départemental Pascal Paoli;2010;CORSE;MOROSAGLIA;01/02/2003;4990;510;MIXTE;5500;;;HAUTE-CORSE;
2505605;Musée de la résistance et de la Déportation;2010;BOURGOGNE-FRANCHE-COMTE;BESANCON;01/02/2003;55574;0;PAYANT;55574;;;DOUBS;
2505602;Musée du Temps;2010;BOURGOGNE-FRANCHE-COMTE;BESANCON;01/02/2003;5742;26872;MIXTE;32614;;;DOUBS;
2538801;Musée Beurnier-Rossel;2010;BOURGOGNE-FRANCHE-COMTE;MONTBELIARD;01/02/2003;557;2671;MIXTE;3228;;;DOUBS;
2538802;Musée du Château des Ducs de Wurtemberg;2010;BOURGOGNE-FRANCHE-COMTE;MONTBELIARD;01/02/2003;5369;13931;MIXTE;19300;;;DOUBS;
2546201;Musée de Pontarlier;2010;BOURGOGNE-FRANCHE-COMTE;PONTARLIER;01/02/2003;1446;8171;MIXTE;9617;;;DOUBS;
7013901;Musée Départemental de la Montagne Albert Demard;2010;BOURGOGNE-FRANCHE-COMTE;LE HAUT-DU-THEM;01/02/2003;3748;2879;MIXTE;6627;;;HAUTE-SAONE;
7031101;Musée de la Tour des Echevins;2010;BOURGOGNE-FRANCHE-COMTE;LUXEUIL-LES-BAINS;01/02/2003;2193;5200;MIXTE;7393;;;HAUTE-SAONE;
3901302;Musée de la Vigne et du Vin;2010;BOURGOGNE-FRANCHE-COMTE;ARBOIS;01/02/2003;3969;1578;MIXTE;5547;;;JURA;
3919801;Musée des Beaux-Arts;2010;BOURGOGNE-FRANCHE-COMTE;DOLE;01/02/2003;0;16255;GRATUIT;16255;;;JURA;
3930002;Musée des Beaux-Arts;2010;BOURGOGNE-FRANCHE-COMTE;LONS-LE-SAUNIER;01/02/2003;879;5149;MIXTE;6028;;;JURA;
3947801;Musée de l'Abbaye/Donations Guy Bardone - René Genis;2010;BOURGOGNE-FRANCHE-COMTE;SAINT-CLAUDE;01/02/2003;4927;6312;MIXTE;11239;;;JURA;
9000901;Musée Frédéric Japy;2010;BOURGOGNE-FRANCHE-COMTE;BEAUCOURT;01/02/2003;1731;1352;MIXTE;3083;;;TERRITOIRE DE BELFORT;
9001001;Musée d'Art et d'Histoire;2010;BOURGOGNE-FRANCHE-COMTE;BELFORT;01/02/2003;18615;0;PAYANT;18615;;;TERRITOIRE DE BELFORT;
9201201;Musée des Années Trente;2010;ILE-DE-FRANCE;BOULOGNE-BILLANCOURT;01/02/2003;41396;20558;MIXTE;61954;;;HAUTS DE SEINE;
9201204;Musée Belmondo et de la Sculpture Figurative du XXè siècle;2010;ILE-DE-FRANCE;BOULOGNE-BILLANCOURT;13/03/2007;6263;2668;MIXTE;8931;;;HAUTS DE SEINE;
7510701;Musée de l'Armée;2010;ILE-DE-FRANCE;PARIS;06/01/2002;916877;510548;MIXTE;1427425;;;PARIS;
7511502;Musée Bourdelle;2010;ILE-DE-FRANCE;PARIS;08/07/2004;31888;30323;MIXTE;62211;;;PARIS;
7511603;Etablissement Public du Musée des Arts Asiatiques Guimet;2010;ILE-DE-FRANCE;PARIS;06/01/2002;111999;112179;MIXTE;224178;;;PARIS;
7713101;Musée Municipal des Capucins;2010;ILE-DE-FRANCE;COULOMMIERS;01/02/2003;1448;1672;MIXTE;3120;;;SEINE ET MARNE;
7728401;Musée Bossuet;2010;ILE-DE-FRANCE;MEAUX;01/02/2003;8023;5219;MIXTE;13242;;;SEINE ET MARNE;
7733301;Musée Départemental de Préhistoire d'Île de France;2010;ILE-DE-FRANCE;NEMOURS;01/02/2003;2887;19575;MIXTE;22462;;;SEINE ET MARNE;
9406801;Musée de Saint-Maur - Villa Médicis;2010;ILE-DE-FRANCE;LA VARENNE-SAINT-HILAIRE;11/01/2003;47;9589;MIXTE;9636;;;VAL DE MARNE;
9404601;Musée Fragonard;2010;ILE-DE-FRANCE;MAISONS-ALFORT;05/07/2006;3904;4979;MIXTE;8883;;;VAL DE MARNE;
9408101;MAC VAL, Musée d'Art Contemporain du Val-de-Marne;2010;ILE-DE-FRANCE;VITRY SUR SEINE;01/02/2003;19082;56411;MIXTE;75493;;;VAL DE MARNE;
9535101;Musée Intercommunal d'Histoire et d'Archéologie de Louvres;2010;ILE-DE-FRANCE;ROISSY-EN-FRANCE;01/02/2003;1329;2615;MIXTE;3944;;;VAL D'OISE;
7836101;Musée de l'Hôtel-Dieu;2010;ILE-DE-FRANCE;MANTES-LA-JOLIE;01/02/2003;5766;2181;MIXTE;7947;;;YVELINES;
7851702;Musée Rambolitrain;2010;ILE-DE-FRANCE;RAMBOUILLET;01/02/2003;14596;2016;MIXTE;16612;;;YVELINES;
7864601;Musée Lambinet;2010;ILE-DE-FRANCE;VERSAILLES;01/02/2003;6452;15397;MIXTE;21849;;;YVELINES;
1106901;Musée des Beaux-Arts;2010;OCCITANIE;CARCASSONNE;01/02/2003;0;50760;GRATUIT;50760;;;AUDE;
3000701;Musée-Bibliothèque Pierre-André Benoît;2010;OCCITANIE;ALES;01/02/2003;0;10783;GRATUIT;10783;;;GARD;
3000702;Musée du Colombier;2010;OCCITANIE;ALES;01/02/2003;0;12935;GRATUIT;12935;;;GARD;
3018903;Musée Archéologique;2010;OCCITANIE;NIMES;01/02/2003;0;61816;GRATUIT;61816;;;GARD;
3020202;Musée Départemental d'Art Sacré du Gard;2010;OCCITANIE;PONT-SAINT-ESPRIT;01/02/2003;612;9600;MIXTE;10212;;;GARD;
3025801;Musée de la Maison Romane;2010;OCCITANIE;SAINT-GILLES-DU-GARD;01/02/2003;0;5818;GRATUIT;5818;;;GARD;
3026901;Musée des Vallées Cévenoles;2010;OCCITANIE;SAINT-JEAN DU GARD;01/02/2003;8243;6467;MIXTE;14710;;;GARD;
3035101;Musée Pierre de Luxembourg;2010;OCCITANIE;VILLENEUVE-LES-AVIGNON;01/02/2003;3103;3550;MIXTE;6653;;;GARD;
3428401;Musée de Préhistoire Régionale et du Mégalithisme;2010;OCCITANIE;SAINT-PONS-DE-THOMIERES;01/02/2003;1772;806;MIXTE;2578;;;HERAULT;
4811601;Ecomusée du Mont Lozère;2010;OCCITANIE;LE PONT DE MONTVERT;01/02/2003;2488;2342;MIXTE;4830;;;LOZERE;
8704101;Musée René Baubérot;2010;NOUVELLE-AQUITAINE;CHATEAUPONSAC;01/02/2003;2959;520;MIXTE;3479;;;HAUTE VIENNE;
8708502;Musée National Adrien Dubouché;2010;NOUVELLE-AQUITAINE;LIMOGES;06/01/2002;10923;8345;MIXTE;19268;;;HAUTE VIENNE;
5427401;Musée de l'Histoire du Fer;2010;GRAND EST;JARVILLE-LA-MALGRANGE;01/02/2003;1784;3533;MIXTE;5317;;;MEURTHE ET MOSELLE;"5427401 ; 5430001"
5546701;Musée Départemental Raymond Poincaré;2010;GRAND EST;SAMPIGNY;01/02/2003;285;639;MIXTE;924;;;MEUSE;
5754001;Musée Militaire et Erckmann-Chatrian;2010;GRAND EST;PHALSBOURG;01/02/2003;685;9;MIXTE;694;;;MOSELLE;
8838301;Musée Charles de Bruyères;2010;GRAND EST;REMIREMONT;11/08/2002;692;3069;MIXTE;3761;;;VOSGES;
1209601;Musée des Mœurs et Coutumes, Musée du Rouergue;2010;OCCITANIE;ESPALION;01/02/2003;1582;0;PAYANT;1582;;;AVEYRON;
3201301;Musée des jacobins;2010;OCCITANIE;AUCH;01/02/2003;3084;8255;MIXTE;11339;;;GERS;
3155507;Musée des Transports et des Communications;2010;OCCITANIE;TOULOUSE;01/02/2003;0;684;GRATUIT;684;;;HAUTE-GARONNE;
3155505;Musée Georges Labit;2010;OCCITANIE;TOULOUSE;01/02/2003;7057;14863;MIXTE;21920;;;HAUTE-GARONNE;
6529501;Musée Municipal - Musée Trésor;2010;OCCITANIE;LUZ-SAINT-SAUVEUR;01/02/2003;0;4500;GRATUIT;4500;;;HAUTES-PYRENEES;
4604201;Musée Henri Martin;2010;OCCITANIE;CAHORS;01/02/2003;2231;7815;MIXTE;10046;;;LOT;
4610201;Musée du Vieux Figeac;2010;OCCITANIE;FIGEAC;01/02/2003;721;131;MIXTE;852;;;LOT;
4618201;"Musée Archéologique ""Armand-Viré""";2010;OCCITANIE;LUZECH;01/02/2003;400;627;MIXTE;1027;;;LOT;
4630901;Musée de l'Automate;2010;OCCITANIE;SOUILLAC;01/02/2003;18684;3856;MIXTE;22540;;;LOT;
8109902;Muséum d'histoire naturelle Philadelphe Thomas;2014;OCCITANIE;GAILLAC;01/02/2003;1076;3816;MIXTE;4892;;;TARN;
8109903;Musée de l'Abbaye Saint-Michel;2010;OCCITANIE;GAILLAC;01/02/2003;2056;1286;MIXTE;3342;;;TARN;
5912201;Musée Municipal de Cambrai;2010;HAUTS-DE-FRANCE;CAMBRAI;01/02/2003;4106;13257;MIXTE;17363;;;NORD;
5934501;Musée de la Mine, Centre Historique Minier;2010;HAUTS-DE-FRANCE;LEWARDE;01/02/2003;135152;13030;MIXTE;148182;;;NORD;
5937501;Musée d'Histoire Locale de Marchiennes;2010;HAUTS-DE-FRANCE;MARCHIENNES;01/02/2003;285;599;MIXTE;884;;;NORD;
6204102;Musée des Beaux-Arts;2010;HAUTS-DE-FRANCE;ARRAS;06/01/2002;10304;22169;MIXTE;32473;;;PAS-DE-CALAIS;
6219301;Musée des Beaux-Arts et de la Dentelle;2010;HAUTS-DE-FRANCE;CALAIS;01/02/2003;4882;6542;MIXTE;11424;;;PAS-DE-CALAIS;
6258801;Musée d'Art et d'Histoire Roger Rodière;2010;HAUTS-DE-FRANCE;MONTREUIL-SUR-MER;01/02/2003;3161;4443;MIXTE;7604;;;PAS-DE-CALAIS;
6276701;Musée Municipal Bruno Danvin;2010;HAUTS-DE-FRANCE;SAINT-POL-SUR-TERNOISE;01/02/2003;0;3659;GRATUIT;3659;;;PAS-DE-CALAIS;
1402101;Musée du Débarquement;2010;NORMANDIE;ARROMANCHES;01/02/2003;318297;11260;MIXTE;329557;;;CALVADOS;
1436601;Musée d'Art et d'Histoire de Lisieux;2010;NORMANDIE;LISIEUX;01/02/2003;2332;1802;MIXTE;4134;;;CALVADOS;
1475401;Musée Paléontologique;2010;NORMANDIE;VILLERS-SUR-MER;01/02/2003;0;36289;GRATUIT;36289;;;CALVADOS;
5011001;Musée de l'Abbaye;2010;NORMANDIE;CERISY-LA-FORET;01/02/2003;6213;0;PAYANT;6213;;;MANCHE;
5021802;Musée du Vieux Granville;2010;NORMANDIE;GRANVILLE;01/02/2003;5455;8381;MIXTE;13836;;;MANCHE;
5055101;Musée Barbey d'Aurevilly;2010;NORMANDIE;SAINT-SAUVEUR-LE-VICOMTE;01/02/2003;1017;287;MIXTE;1304;;;MANCHE;
6116901;Musée du Château de Flers;2010;NORMANDIE;FLERS;11/11/2002;0;8763;GRATUIT;8763;;;ORNE;
2701601;Musée Municipal Nicolas Poussin;2010;NORMANDIE;LES ANDELYS;01/02/2003;923;1815;MIXTE;2738;;;EURE;
2737501;Musée Municipal;2010;NORMANDIE;LOUVIERS;01/02/2003;209;9536;MIXTE;9745;;;EURE;
7621701;Château-Musée de Dieppe;2010;NORMANDIE;DIEPPE;25/05/2002;57825;3318;MIXTE;61143;;;SEINE-MARITIME;
7635105;La Maison de l'Armateur;2010;NORMANDIE;LE HAVRE;01/02/2003;6629;6686;MIXTE;13315;;;SEINE-MARITIME;
7638401;Juliobona, Musée Gallo-Romain de Lillebonne;2010;NORMANDIE;LILLEBONNE;01/02/2003;480;1242;MIXTE;1722;;;SEINE-MARITIME;
7647301;Ecomusée de la Basse-Seine;2010;NORMANDIE;NOTRE-DAME-DE-BLIQUETUIT;01/02/2003;21727;4849;MIXTE;26576;;;SEINE-MARITIME;
7654004;Musée des Antiquités de la Seine-Maritime;2010;NORMANDIE;ROUEN;01/02/2003;2553;25013;MIXTE;27566;;;SEINE-MARITIME;
7654010;Musée de la Céramique;2010;NORMANDIE;ROUEN;06/01/2002;12516;10122;MIXTE;22638;;;SEINE-MARITIME;
7654005;Musée des Beaux-Arts;2010;NORMANDIE;ROUEN;06/01/2002;167913;130121;MIXTE;298034;;;SEINE-MARITIME;
4402101;Musée du Pays de Retz;2010;PAYS DE LA LOIRE;BOURGNEUF-EN-RETZ;01/02/2003;5088;698;MIXTE;5786;;;LOIRE-ATLANTIQUE;
4406901;Musée du Pays de Guérande et de la Porte Saint Michel;2010;PAYS DE LA LOIRE;GUERANDE;01/02/2003;14219;6324;MIXTE;20543;;;LOIRE-ATLANTIQUE;
4410907;Musée  Départemental Dobrée;2010;PAYS DE LA LOIRE;NANTES;01/09/2002;3272;22779;MIXTE;26051;;;LOIRE-ATLANTIQUE;
4418401;Ecomusée de Saint-Nazaire;2010;PAYS DE LA LOIRE;SAINT-NAZAIRE;01/02/2003;7901;16780;MIXTE;24681;;;LOIRE-ATLANTIQUE;
5300301;Musée des Tisserands Mayennais;2010;PAYS DE LA LOIRE;AMBRIERES-LES-VALLEES;01/02/2003;650;150;MIXTE;800;;;MAYENNE;
7218101;Musée de Tessé;2010;PAYS DE LA LOIRE;LE MANS;06/01/2002;16528;11958;MIXTE;28486;;;SARTHE;
7226901;Bibliothèque-musée;2010;PAYS DE LA LOIRE;SAINT-CALAIS;01/02/2003;0;953;GRATUIT;953;;;SARTHE;
8510601;Musée des Traditions de l'Île;2010;PAYS DE LA LOIRE;LA GUERINIERE;01/02/2003;4803;636;MIXTE;5439;;;VENDEE;
8504601;Musée ornithologique Charles-Payraudeau;2010;PAYS DE LA LOIRE;LA-CHAIZE-LE-VICOMTE;01/02/2003;0;1088;GRATUIT;1088;;;VENDEE;
8519401;Musée de l'Abbaye de Sainte-Croix;2010;PAYS DE LA LOIRE;LES SABLES D'OLONNE;01/02/2003;3208;11910;MIXTE;15118;;;VENDEE;
8522601;Musée La Bourrine du Bois-Juquaud;2010;PAYS DE LA LOIRE;SAINT-HILAIRE-DE-RIEZ;28/07/2004;11794;7672;MIXTE;19466;;;VENDEE;
8528401;Musée Milcendeau Jean-Yole;2010;PAYS DE LA LOIRE;SOULLANS;12/12/2002;1632;2377;MIXTE;4009;;;VENDEE;
240802;Musée d'Art et d'Archéologie;2010;HAUTS-DE-FRANCE;LAON;01/02/2003;1123;6504;MIXTE;7627;;;AISNE;
278901;Musée de La Thiérache;2010;HAUTS-DE-FRANCE;VERVINS;01/02/2003;0;1856;GRATUIT;1856;;;AISNE;
281001;Musée Alexandre Dumas;2010;HAUTS-DE-FRANCE;VILLERS COTTERETS;01/02/2003;1256;1007;MIXTE;2263;;;AISNE;
6047103;Musée Jean Calvin;2010;HAUTS-DE-FRANCE;NOYON;01/02/2003;2832;893;MIXTE;3725;;;OISE;
6047101;Musée du Noyonnais;2010;HAUTS-DE-FRANCE;NOYON;01/02/2003;1324;1295;MIXTE;2619;;;OISE;
1601504;Cité International de la Bande Dessinée et de l'Image - Musée de la Bande Dessinée;2010;NOUVELLE-AQUITAINE;ANGOULEME;01/02/2003;12341;38803;MIXTE;51144;;;CHARENTE;
1610201;Musée Municipal de Cognac;2010;NOUVELLE-AQUITAINE;COGNAC;01/02/2003;1803;9697;MIXTE;11500;;;CHARENTE;
1715301;Musée de la Mytiliculture;2010;NOUVELLE-AQUITAINE;ESNANDES;01/02/2003;3316;371;MIXTE;3687;;;CHARENTE-MARITIME;
1730002;Musée du Nouveau Monde;2010;NOUVELLE-AQUITAINE;LA ROCHELLE;26/05/2002;4329;9435;MIXTE;13764;;;CHARENTE-MARITIME;
1730003;Musée des Beaux-Arts;2010;NOUVELLE-AQUITAINE;LA ROCHELLE;26/05/2002;2025;7439;MIXTE;9464;;;CHARENTE-MARITIME;
1729903;Hôtel Hèbre de Saint-Clément - Musée d'Art et d'Histoire;2010;NOUVELLE-AQUITAINE;ROCHEFORT;28/03/2002;3352;18743;MIXTE;22095;;;CHARENTE-MARITIME;
7904201;Musée des Tumulus de Bougon;2010;NOUVELLE-AQUITAINE;BOUGON;01/02/2003;15538;6022;MIXTE;21560;;;DEUX-SEVRES;
401901;Musée de la vallée;2010;PROVENCE-ALPES-CÔTE D'AZUR;BARCELONNETTE;01/02/2003;11646;2404;MIXTE;14050;;;ALPES DE HAUTE PROVENCE;
420901;Musée du Vieux Sisteron;2010;PROVENCE-ALPES-CÔTE D'AZUR;SISTERON;01/02/2003;0;440;GRATUIT;440;;;ALPES DE HAUTE PROVENCE;
600402;Musée d'Histoire et d'Archéologie;2010;PROVENCE-ALPES-CÔTE D'AZUR;ANTIBES;01/02/2003;2683;3149;MIXTE;5832;;;ALPES-MARITIMES;
602901;Musée de la Castre;2010;PROVENCE-ALPES-CÔTE D'AZUR;CANNES;01/02/2003;14785;17994;MIXTE;32779;;;ALPES-MARITIMES;
606903;Musée International de la Parfumerie;2010;PROVENCE-ALPES-CÔTE D'AZUR;GRASSE;01/02/2003;52710;27281;MIXTE;79991;;;ALPES-MARITIMES;
608305;Musée des Beaux-Arts;2010;PROVENCE-ALPES-CÔTE D'AZUR;MENTON;01/02/2003;0;12806;GRATUIT;12806;;;ALPES-MARITIMES;
608304;Musée Jean Cocteau Collection Séverin Wunderman;2010;PROVENCE-ALPES-CÔTE D'AZUR;MENTON;01/02/2003;10226;5400;MIXTE;15626;;;ALPES-MARITIMES;
608303;Musée de Préhistoire Régionale;2010;PROVENCE-ALPES-CÔTE D'AZUR;MENTON;01/02/2003;0;7967;GRATUIT;7967;;;ALPES-MARITIMES;
608806;Muséum d'Histoire Naturelle;2010;PROVENCE-ALPES-CÔTE D'AZUR;NICE;01/02/2003;0;35966;GRATUIT;35966;;;ALPES-MARITIMES;
608804;Musée d'Art Naïf Anatole Jakovsky;2010;PROVENCE-ALPES-CÔTE D'AZUR;NICE;01/02/2003;0;21327;GRATUIT;21327;;;ALPES-MARITIMES;
608809;Musée du Vieux-Logis de Nice;2010;PROVENCE-ALPES-CÔTE D'AZUR;NICE;01/02/2003;0;265;GRATUIT;265;;;ALPES-MARITIMES;
608808;Musée du Palais Lascaris;2010;PROVENCE-ALPES-CÔTE D'AZUR;NICE;01/02/2003;368;85759;MIXTE;86127;;;ALPES-MARITIMES;
615502;Musée Picasso la guerre et la paix à Vallauris;2010;PROVENCE-ALPES-CÔTE D'AZUR;VALLAURIS;06/01/2002;14597;8565;MIXTE;23162;;;ALPES-MARITIMES;"0615502 ; 0615501"
1300104;Musée Granet;2010;PROVENCE-ALPES-CÔTE D'AZUR;AIX-EN-PROVENCE;01/02/2003;75975;58025;MIXTE;134000;;;BOUCHES DU RHONE;
1304701;Musée Archéologique d'Istres René Beaucaire;2010;PROVENCE-ALPES-CÔTE D'AZUR;ISTRES;01/02/2003;0;5592;GRATUIT;5592;;;BOUCHES DU RHONE;
1305001;Musée Folklorique du Vieux Lambesc;2010;PROVENCE-ALPES-CÔTE D'AZUR;LAMBESC;01/02/2003;0;3332;GRATUIT;3332;;;BOUCHES DU RHONE;
1301103;Musée d'Histoire et d'Archéologie des Baux-de-Provence;2010;PROVENCE-ALPES-CÔTE D'AZUR;LES BAUX DE PROVENCE;01/02/2003;213233;28225;MIXTE;241458;;;BOUCHES DU RHONE;
1320402;Muséum d'Histoire Naturelle;2010;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;06/01/2002;13959;48934;MIXTE;62893;;;BOUCHES DU RHONE;
1320101;Musée Grobet-Labadié;2010;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;01/02/2003;2059;5965;MIXTE;8024;;;BOUCHES DU RHONE;
1310002;Musée Estrine - Présence Van Gogh;2010;PROVENCE-ALPES-CÔTE D'AZUR;SAINT-REMY-DE-PROVENCE;15/03/2007;9399;5851;MIXTE;15250;;;BOUCHES DU RHONE;
8302301;Musée du Pays Brignolais;2010;PROVENCE-ALPES-CÔTE D'AZUR;BRIGNOLES;01/02/2003;1892;2042;MIXTE;3934;;;VAR;
8305003;Musée des A.T.P. de Moyenne Provence;2010;PROVENCE-ALPES-CÔTE D'AZUR;DRAGUIGNAN;01/02/2003;3094;7986;MIXTE;11080;;;VAR;
8306901;Musée Municipal;2010;PROVENCE-ALPES-CÔTE D'AZUR;HYERES;01/02/2003;0;44968;GRATUIT;44968;;;VAR;
8311801;Musée Archéologique;2010;PROVENCE-ALPES-CÔTE D'AZUR;SAINT-RAPHAËL;01/02/2003;0;17854;GRATUIT;17854;;;VAR;
8412301;Musée Municipal;2010;PROVENCE-ALPES-CÔTE D'AZUR;SAULT;01/02/2003;0;1678;GRATUIT;1678;;;VAUCLUSE;
8413801;Musée Départemental du Cartonnage et de l'Imprimerie;2010;PROVENCE-ALPES-CÔTE D'AZUR;VALREAS;01/02/2003;2671;2034;MIXTE;4705;;;VAUCLUSE;
106401;Musée de la Société d'Histoire et d'Archéologie;2010;AUVERGNE-RHONE-ALPES;BRIORD;01/02/2003;44;264;MIXTE;308;;;AIN;
113701;Musée Départemental du Revermont;2010;AUVERGNE-RHONE-ALPES;VAL-REVERMONT;01/02/2003;3792;6873;MIXTE;10665;;;AIN;
2636401;Musée du site Préhistorique;2010;AUVERGNE-RHONE-ALPES;VASSIEUX-EN-VERCORS;01/02/2003;13939;0;PAYANT;13939;;;DRÔME;
7401001;Musée-château d'Annecy;2010;AUVERGNE-RHONE-ALPES;ANNECY;01/02/2003;50443;44262;MIXTE;94705;;;HAUTE-SAVOIE;
7415201;Musée Léon Marès;2010;AUVERGNE-RHONE-ALPES;LOVAGNY;01/02/2003;17540;2680;MIXTE;20220;;;HAUTE-SAVOIE;
7428001;Musée des Vallées de Thônes;2010;AUVERGNE-RHONE-ALPES;THONES;01/02/2003;834;938;MIXTE;1772;;;HAUTE-SAVOIE;
3800601;Musée Jadis Allevard;2010;AUVERGNE-RHONE-ALPES;ALLEVARD-LES-BAINS;20/12/2005;834;4492;MIXTE;5326;;;ISERE;
3805301;Musée de Bourgoin-Jallieu;2010;AUVERGNE-RHONE-ALPES;BOURGOIN-JALLIEU;01/02/2003;2609;8297;MIXTE;10906;;;ISERE;
3818503;Muséum d'Histoire Naturelle de Grenoble;2010;AUVERGNE-RHONE-ALPES;GRENOBLE;06/01/2002;19720;67717;MIXTE;87437;;;ISERE;
3800501;Conservatoire - Musée des Industries Hydroélectriques;2010;AUVERGNE-RHONE-ALPES;VAUJANY;01/02/2003;85;9409;MIXTE;9494;;;ISERE;
3854402;Musée Lapidaire Saint-Pierre;2010;AUVERGNE-RHONE-ALPES;VIENNE;01/02/2003;2701;4091;MIXTE;6792;;;ISERE;
3854403;Musée des Beaux-Arts et d'Archéologie;2010;AUVERGNE-RHONE-ALPES;VIENNE;01/02/2003;1113;3212;MIXTE;4325;;;ISERE;
3856201;Musée Départemental de la Révolution Française;2010;AUVERGNE-RHONE-ALPES;VIZILLE;01/02/2003;5000;49584;MIXTE;54584;;;ISERE;
4231801;Musée Rural;2010;AUVERGNE-RHONE-ALPES;USSON-EN-FOREZ;01/02/2003;5260;939;MIXTE;6199;;;LOIRE;
6938502;Lugdunum - Musée et Théâtres Romains;2010;AUVERGNE-RHONE-ALPES;LYON;01/02/2003;24087;65210;MIXTE;89297;;;RHÔNE;
6938602;Muséum d'Histoire Naturelle;2010;AUVERGNE-RHONE-ALPES;LYON;01/02/2003;0;93070;GRATUIT;93070;;;RHÔNE;"6938602 ; 6938604"
7300601;Musée archéologique et minéralogique Pierre Borrione;2010;AUVERGNE-RHONE-ALPES;AIME-EN-TARENTAISE;01/02/2003;684;438;MIXTE;1122;;;SAVOIE;
7300801;Musée du docteur Faure;2010;AUVERGNE-RHONE-ALPES;AIX-LES-BAINS;01/02/2003;5931;5878;MIXTE;11809;;;SAVOIE;
7306503;Musée des Charmettes;2010;AUVERGNE-RHONE-ALPES;CHAMBERY;06/01/2002;0;14037;GRATUIT;14037;;;SAVOIE;
7318101;Musée de l'Académie de La Val d'Isère;2010;AUVERGNE-RHONE-ALPES;MOÛTIERS;01/02/2003;300;352;MIXTE;652;;;SAVOIE;
6748209;Musée d'Art Moderne et Contemporain de Strasbourg;2011;GRAND EST;STRASBOURG;01/02/2003;31746;94035;MIXTE;125781;;;BAS-RHIN;
6748203;Musée des Beaux-Arts;2011;GRAND EST;STRASBOURG;01/02/2003;11719;39433;MIXTE;51152;;;BAS-RHIN;
6748205;Cabinet des Estampes et des Dessins;2011;GRAND EST;STRASBOURG;01/02/2003;0;9851;GRATUIT;9851;;;BAS-RHIN;
6748213;Musée Tomi Ungerer;2011;GRAND EST;STRASBOURG;18/04/2008;18460;33403;MIXTE;51863;;;BAS-RHIN;
6800401;Musée Sundgauvien d'Altkirch;2011;GRAND EST;ALTKIRCH;01/02/2003;1964;976;MIXTE;2940;;;HAUT-RHIN;
6822408;Musée Historique;2011;GRAND EST;MULHOUSE;01/02/2003;0;33705;GRATUIT;33705;;;HAUT-RHIN;
6822403;Musée National de l'Automobile - Collection Schlumpf;2011;GRAND EST;MULHOUSE;01/02/2003;150491;22045;MIXTE;172536;;;HAUT-RHIN;
6822402;Musée de l'Impression sur Etoffes;2011;GRAND EST;MULHOUSE;01/02/2003;17800;12254;MIXTE;30054;;;HAUT-RHIN;
6827702;Musée du Dolder;2011;GRAND EST;RIQUEWIHR;01/02/2003;2129;346;MIXTE;2475;;;HAUT-RHIN;
2403701;Musée du Tabac;2011;NOUVELLE-AQUITAINE;BERGERAC;01/02/2003;1703;1683;MIXTE;3386;;;DORDOGNE;
2405501;Château de Bourdeilles;2011;NOUVELLE-AQUITAINE;BOURDEILLES;01/02/2003;24044;0;PAYANT;24044;;;DORDOGNE;
2415201;Musée Paul Reclus;2011;NOUVELLE-AQUITAINE;DOMME;01/02/2003;198;13241;MIXTE;13439;;;DORDOGNE;
3306309;Centre National Jean Moulin;2011;NOUVELLE-AQUITAINE;BORDEAUX;01/02/2003;0;23378;GRATUIT;23378;;;GIRONDE;
4715701;Musée Municipal Albert Marzelles;2011;NOUVELLE-AQUITAINE;MARMANDE;01/02/2003;0;4771;GRATUIT;4771;;;LOT ET GARONNE;
6410202;Musée Bonnat-Helleu - Musée des Beaux-Arts de Bayonne;2011;NOUVELLE-AQUITAINE;BAYONNE;01/02/2003;1766;2066;MIXTE;3832;;;PYRÉNÉES ATLANTIQUES;
4311701;Musée des Arts et Traditions Populaires de Haute Loire;2011;AUVERGNE-RHONE-ALPES;LAVAUDIEU;01/02/2003;9831;663;MIXTE;10494;;;HAUTE-LOIRE;
6343001;Musée Municipal de la Coutellerie;2011;AUVERGNE-RHONE-ALPES;THIERS;01/02/2003;21736;5146;MIXTE;26882;;;PUY DE DÔME;
2123106;Musée de la Vie Bourguignonne, Perrin de Puycousin;2011;BOURGOGNE-FRANCHE-COMTE;DIJON;01/02/2003;0;41744;GRATUIT;41744;;;CÔTE D’OR;
5822701;Musée du Grès de Puisaye;2011;BOURGOGNE-FRANCHE-COMTE;SAINT-AMAND-EN-PUISAYE;01/02/2003;2604;298;MIXTE;2902;;;NIÈVRE;
5830401;Musée Auguste Grasset;2011;BOURGOGNE-FRANCHE-COMTE;VARZY;01/02/2003;1915;1373;MIXTE;3288;;;NIÈVRE;
7101402;Musée Rolin;2011;BOURGOGNE-FRANCHE-COMTE;AUTUN;01/02/2003;13743;7867;MIXTE;21610;;;SAONE ET LOIRE;
7127201;Musée Départemental du Compagnonnage;2011;BOURGOGNE-FRANCHE-COMTE;ROMANECHE-THORINS;01/02/2003;2025;1519;MIXTE;3544;;;SAONE ET LOIRE;
