REF DU MUSEE;NOM DU MUSEE;ANNEE;REGION;VILLE;DATE APPELLATION;PAYANT;GRATUIT;TYPE_ACCESSIBILITE;TOTAL;NOTE;ID MUSEOFILE;DEPARTEMENT;OBSERVATIONS
8109902;Muséum d'histoire naturelle Philadelphe Thomas;2001;OCCITANIE;GAILLAC;;1330;2789;MIXTE;4119;;;TARN;
8111501;Musée Départemental du Textile;2009;OCCITANIE;LA-BASTIDE-ROUAIROUX;01/02/2003;2608;3139;MIXTE;5747;;;TARN;
8200801;Musée du Vieil Auvillar;2009;OCCITANIE;AUVILLAR;01/02/2003;2892;1778;MIXTE;4670;;;TARN-ET-GARONNE;
8211202;Musée des arts et traditions populaires;2009;OCCITANIE;MOISSAC;01/02/2003;4082;0;PAYANT;4082;;;TARN-ET-GARONNE;
8215501;Musée de Préhistoire;2009;OCCITANIE;SAINT-ANTONIN-NOBLE-VAL;01/02/2003;674;0;PAYANT;674;;;TARN-ET-GARONNE;
5909201;Musée de l'Ostrevant;2009;HAUTS-DE-FRANCE;BOUCHAIN;01/02/2003;217;568;MIXTE;785;;;NORD;
5917801;Musée de la Chartreuse;2009;HAUTS-DE-FRANCE;DOUAI;01/02/2003;6424;54625;MIXTE;61049;;;NORD;
5927301;Musée du Dessin et de l'Estampe Originale;2009;HAUTS-DE-FRANCE;GRAVELINES;01/02/2003;2213;7938;MIXTE;10151;;;NORD;
5935003;Musée d'Histoire Naturelle et de Géologie;2009;HAUTS-DE-FRANCE;LILLE;01/02/2003;80368;0;PAYANT;80368;;;NORD;
5955501;Musée du Verre;2009;HAUTS-DE-FRANCE;SARS-POTERIES;01/02/2003;3760;6998;MIXTE;10758;;;NORD;
5959901;Musée d'Art et d'Industrie;2009;HAUTS-DE-FRANCE;TOURCOING;01/02/2003;0;39900;GRATUIT;39900;;;NORD;
5960601;Musée des Beaux-Arts;2009;HAUTS-DE-FRANCE;VALENCIENNES;06/01/2002;39238;0;PAYANT;39238;;;NORD;
6211901;Musée Régional d'Ethnologie;2009;HAUTS-DE-FRANCE;BETHUNE;01/02/2003;0;1850;GRATUIT;1850;;;PAS-DE-CALAIS;
6231801;Musée Quentovic;2009;HAUTS-DE-FRANCE;ETAPLES-SUR-MER;01/02/2003;2277;464;MIXTE;2741;;;PAS-DE-CALAIS;
6276701;Musée Municipal Bruno Danvin;2009;HAUTS-DE-FRANCE;SAINT-POL-SUR-TERNOISE;01/02/2003;0;2961;GRATUIT;2961;;;PAS-DE-CALAIS;
6277301;Musée Jean-Charles Cazin;2009;HAUTS-DE-FRANCE;SAMER;01/02/2003;0;633;GRATUIT;633;;;PAS-DE-CALAIS;
1411804;Mémorial de Caen;2009;NORMANDIE;CAEN;01/02/2003;324000;66000;MIXTE;390000;;;CALVADOS;
1411803;Musée d'Initiation à la Nature;2009;NORMANDIE;CAEN;01/02/2003;0;3751;GRATUIT;3751;;;CALVADOS;
1447801;Musée Municipal;2009;NORMANDIE;ORBEC;01/02/2003;645;1409;MIXTE;2054;;;CALVADOS;
5017301;Musée Municipal;2009;NORMANDIE;EQUEURDREVILLLE-HAINNEVILLE;01/02/2003;0;2920;GRATUIT;2920;;;MANCHE;
5021802;Musée du Vieux Granville;2009;NORMANDIE;GRANVILLE;01/02/2003;5208;6034;MIXTE;11242;;;MANCHE;
5063901;Musée de la Poeslerie;2009;NORMANDIE;VILLEDIEU-LES-POELES-ROUFFIGNY;01/02/2003;10397;676;MIXTE;11073;;;MANCHE;
6146401;Musée Départemental d'Art Sacré;2009;NORMANDIE;SEES;01/02/2003;768;0;PAYANT;768;;;ORNE;
2718301;Musée Artisanal et Industriel d'Instruments à Vent;2009;NORMANDIE;LA COUTURE-BOUSSEY;01/02/2003;3488;1221;MIXTE;4709;;;EURE;
2701601;Musée Municipal Nicolas Poussin;2009;NORMANDIE;LES ANDELYS;01/02/2003;954;1984;MIXTE;2938;;;EURE;
7645201;Musée des Sapeurs-Pompiers de France;2009;NORMANDIE;MONTVILLE;01/02/2003;6537;1458;MIXTE;7995;;;SEINE-MARITIME;
7654002;MUNAE - Musée National de l'Education;2009;NORMANDIE;ROUEN;06/01/2002;2587;10627;MIXTE;13214;;;SEINE-MARITIME;
7654005;Musée des Beaux-Arts;2009;NORMANDIE;ROUEN;06/01/2002;35875;57925;MIXTE;93800;;;SEINE-MARITIME;
4406901;Musée du Pays de Guérande et de la Porte Saint Michel;2009;PAYS DE LA LOIRE;GUERANDE Cedex;01/02/2003;17200;7635;MIXTE;24835;;;LOIRE-ATLANTIQUE;
4410901;Muséum d'Histoire Naturelle de Nantes;2009;PAYS DE LA LOIRE;NANTES;06/01/2002;26067;48718;MIXTE;74785;;;LOIRE-ATLANTIQUE;
4410902;Musée d'Art de Nantes;2009;PAYS DE LA LOIRE;NANTES;06/01/2002;45746;108733;MIXTE;154479;;;LOIRE-ATLANTIQUE;
4416801;Musées du Parc Naturel Régional de Brière;2009;PAYS DE LA LOIRE;SAINT-JOACHIM;01/02/2003;3165;368;MIXTE;3533;;;LOIRE-ATLANTIQUE;"4416801 ; 4417501 ; 4417601"
4900703;Musée Jean Lurcat et de la Tapisserie Contemporaine;2009;PAYS DE LA LOIRE;ANGERS;01/02/2003;16982;42214;MIXTE;59196;;;MAINE-ET-LOIRE;
5312201;Musée Archéologique Départemental de Jublains;2009;PAYS DE LA LOIRE;JUBLAINS;18/07/2002;8232;19769;MIXTE;28001;;;MAYENNE;
5314701;Musée du Château de Mayenne;2009;PAYS DE LA LOIRE;MAYENNE;01/02/2003;11742;10736;MIXTE;22478;;;MAYENNE;
7226901;Bibliothèque-musée;2009;PAYS DE LA LOIRE;SAINT-CALAIS;01/02/2003;100;3500;MIXTE;3600;;;SARTHE;
8509201;Musée de Fontenay-le-Comte;2009;PAYS DE LA LOIRE;FONTENAY-LE-COMTE;14/12/2002;2365;3590;MIXTE;5955;;;VENDEE;
8512901;Historial de la Vendée;2009;PAYS DE LA LOIRE;LES LUCS-SUR-BOULOGNE;01/02/2003;36502;28595;MIXTE;65097;;;VENDEE;
8515401;Musée Clemenceau et de Lattre-de-Tassigny;2009;PAYS DE LA LOIRE;MOUILLERON-EN-PAREDS;06/01/2002;1546;4235;MIXTE;5781;;;VENDEE;
216801;Musée Jean de la Fontaine;2009;HAUTS-DE-FRANCE;CHATEAU-THIERRY;01/02/2003;12481;0;PAYANT;12481;;;AISNE;
236102;Familistère de Guise;2009;HAUTS-DE-FRANCE;GUISE;01/02/2003;32201;4390;MIXTE;36591;;;AISNE;
269101;Musée Entomologique;2009;HAUTS-DE-FRANCE;SAINT-QUENTIN;01/02/2003;4073;5175;MIXTE;9248;;;AISNE;
269102;Musée des Beaux-Arts Antoine Lecuyer;2009;HAUTS-DE-FRANCE;SAINT-QUENTIN;01/02/2003;6317;6110;MIXTE;12427;;;AISNE;
6005701;Musée Départemental de l'Oise;2009;HAUTS-DE-FRANCE;BEAUVAIS;01/02/2003;0;31981;GRATUIT;31981;;;OISE;
6015905;Musée de la Figurine Historique;2009;HAUTS-DE-FRANCE;COMPIEGNE;01/02/2003;4816;2646;MIXTE;7462;;;OISE;
8062001;Musée Alfred Danicourt;2009;HAUTS-DE-FRANCE;PERONNE;01/02/2003;0;2147;GRATUIT;2147;;;SOMME;
1601501;Musée des Beaux-Arts;2009;NOUVELLE-AQUITAINE;ANGOULEME;01/02/2003;0;44798;GRATUIT;44798;;;CHARENTE;
1601504;Cité International de la Bande Dessinée et de l'Image - Musée de la Bande Dessinée;2009;NOUVELLE-AQUITAINE;ANGOULEME;01/02/2003;11885;36077;MIXTE;47962;;;CHARENTE;
1715301;Musée de la Mytiliculture;2009;NOUVELLE-AQUITAINE;ESNANDES;01/02/2003;4523;63;MIXTE;4586;;;CHARENTE-MARITIME;
1729903;Hôtel Hèbre de Saint-Clément - Musée d'Art et d'Histoire;2009;NOUVELLE-AQUITAINE;ROCHEFORT;28/03/2002;3183;17200;MIXTE;20383;;;CHARENTE-MARITIME;
1741503;Musée Archéologique;2009;NOUVELLE-AQUITAINE;SAINTES;01/02/2003;2277;35858;MIXTE;38135;;;CHARENTE-MARITIME;
1741504;Musée Dupuy-Mestreau;2009;NOUVELLE-AQUITAINE;SAINTES;01/02/2003;1138;2550;MIXTE;3688;;;CHARENTE-MARITIME;
1734701;Musée Municipal des Cordeliers;2009;NOUVELLE-AQUITAINE;SAINT-JEAN-D'ANGELY;01/02/2003;1101;2396;MIXTE;3497;;;CHARENTE-MARITIME;
7919104;Musée Bernard d’Agesci;2009;NOUVELLE-AQUITAINE;NIORT;01/02/2003;3500;13581;MIXTE;17081;;;DEUX-SEVRES;
7920201;Musée d'Art et d'Histoire Georges Turpin;2009;NOUVELLE-AQUITAINE;PARTHENAY;01/02/2003;276;6942;MIXTE;7218;;;DEUX-SEVRES;
8613701;Musée Charbonneau-Lassay;2009;NOUVELLE-AQUITAINE;LOUDUN;01/02/2003;0;340;GRATUIT;340;;;VIENNE;
8619402;Musée Sainte-Croix;2009;NOUVELLE-AQUITAINE;POITIERS;06/01/2002;3270;16983;MIXTE;20253;;;VIENNE;
8619406;Collection d'Histoire Naturelle;2009;NOUVELLE-AQUITAINE;POITIERS;01/02/2003;55000;0;PAYANT;55000;;;VIENNE;
601801;Musée Fernand Léger;2009;PROVENCE-ALPES-CÔTE D'AZUR;BIOT;06/01/2002;21379;15733;MIXTE;37112;;;ALPES-MARITIMES;
606901;Villa-Musée Jean-Honoré Fragonard;2009;PROVENCE-ALPES-CÔTE D'AZUR;GRASSE;01/02/2003;475;2855;MIXTE;3330;;;ALPES-MARITIMES;
608805;Musée Archéologique - Site de  Cimiez;2009;PROVENCE-ALPES-CÔTE D'AZUR;NICE;01/02/2003;0;39634;GRATUIT;39634;;;ALPES-MARITIMES;
608804;Musée d'Art Naïf Anatole Jakovsky;2009;PROVENCE-ALPES-CÔTE D'AZUR;NICE;01/02/2003;0;18705;GRATUIT;18705;;;ALPES-MARITIMES;
608809;Musée du Vieux-Logis de Nice;2009;PROVENCE-ALPES-CÔTE D'AZUR;NICE;01/02/2003;0;361;GRATUIT;361;;;ALPES-MARITIMES;
608808;Musée du Palais Lascaris;2009;PROVENCE-ALPES-CÔTE D'AZUR;NICE;01/02/2003;0;83750;GRATUIT;83750;;;ALPES-MARITIMES;
608802;Musée d'Art et d'Histoire;2009;PROVENCE-ALPES-CÔTE D'AZUR;NICE;01/02/2003;0;71042;GRATUIT;71042;;;ALPES-MARITIMES;
615901;Musées de la Citadelle;2009;PROVENCE-ALPES-CÔTE D'AZUR;VILLEFRANCHE-SUR-MER;01/02/2003;0;36172;GRATUIT;36172;;;ALPES-MARITIMES;
1305509;Musée de la Mode;2009;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;01/02/2003;6757;20889;MIXTE;27646;;;BOUCHES DU RHONE;
1320801;Musée de la Faïence;2009;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;01/02/2003;2185;7432;MIXTE;9617;;;BOUCHES DU RHONE;
1309601;Musée Baroncelli;2009;PROVENCE-ALPES-CÔTE D'AZUR;SAINTES-MARIES-DE-LA-MER;01/02/2003;658;0;PAYANT;658;;;BOUCHES DU RHONE;
1310002;Musée Estrine - Présence Van Gogh;2009;PROVENCE-ALPES-CÔTE D'AZUR;SAINT-REMY-DE-PROVENCE;15/03/2007;9589;5042;MIXTE;14631;;;BOUCHES DU RHONE;
8306101;Musée Archéologique Gallo-Romaine du Var;2009;PROVENCE-ALPES-CÔTE D'AZUR;FREJUS;01/02/2003;4228;5047;MIXTE;9275;;;VAR;
8400704;Musée Calvet (et musée Lapidaire);2009;PROVENCE-ALPES-CÔTE D'AZUR;AVIGNON;06/01/2002;12941;6627;MIXTE;19568;;;VAUCLUSE;
8403103;Musée Comtadin-Duplessis;2009;PROVENCE-ALPES-CÔTE D'AZUR;CARPENTRAS;01/02/2003;340;1865;MIXTE;2205;;;VAUCLUSE;
8404201;Musée Marc Deydier;2009;PROVENCE-ALPES-CÔTE D'AZUR;CUCURON;01/02/2003;0;6472;GRATUIT;6472;;;VAUCLUSE;
8407201;Musée Municipal Camille Pautet;2009;PROVENCE-ALPES-CÔTE D'AZUR;MAZAN;01/02/2003;0;2754;GRATUIT;2754;;;VAUCLUSE;
8413701;Musée Archéologique Théo Desplans;2009;PROVENCE-ALPES-CÔTE D'AZUR;VAISON-LA-ROMAINE;01/02/2003;63466;4638;MIXTE;68104;;;VAUCLUSE;
119201;Musée Archéologique;2009;AUVERGNE-RHONE-ALPES;IZERNORE;01/02/2003;354;176;MIXTE;530;;;AIN;
113701;Musée Départemental du Revermont;2009;AUVERGNE-RHONE-ALPES;VAL-REVERMONT;01/02/2003;4537;7885;MIXTE;12422;;;AIN;
701001;Musée Vivarois César Filhol;2009;AUVERGNE-RHONE-ALPES;ANNONAY;01/02/2003;441;1133;MIXTE;1574;;;ARDECHE;
733401;Musée des Vans;2009;AUVERGNE-RHONE-ALPES;LES VANS;01/02/2003;259;941;MIXTE;1200;;;ARDECHE;
731301;Musée de la Batellerie du Rhône;2009;AUVERGNE-RHONE-ALPES;SERRIERES;01/02/2003;750;406;MIXTE;1156;;;ARDECHE;
2619801;Musée du Château des Adhémars;2009;AUVERGNE-RHONE-ALPES;MONTELIMAR;30/01/2003;13307;0;PAYANT;13307;;;DRÔME;
7401001;Musée-château d'Annecy;2009;AUVERGNE-RHONE-ALPES;ANNECY;01/02/2003;53201;46672;MIXTE;99873;;;HAUTE-SAVOIE;
7415201;Musée Léon Marès;2009;AUVERGNE-RHONE-ALPES;LOVAGNY;01/02/2003;18327;5707;MIXTE;24034;;;HAUTE-SAVOIE;
7428102;Musée du Chablais;2009;AUVERGNE-RHONE-ALPES;THONON-LES-BAINS;01/02/2003;2800;3127;MIXTE;5927;;;HAUTE-SAVOIE;
3801201;Musée Gallo-Romain;2009;AUVERGNE-RHONE-ALPES;AOSTE;01/02/2003;4793;5628;MIXTE;10421;;;ISERE;
3808201;Musée - Parc Archéologique du Lac de Paladru;2009;AUVERGNE-RHONE-ALPES;CHARAVINES;01/02/2003;10170;1901;MIXTE;12071;;;ISERE;
3826901;Musée Matheysin;2009;AUVERGNE-RHONE-ALPES;LA MURE;01/02/2003;1215;980;MIXTE;2195;;;ISERE;
3844203;Musée de la Grande Chartreuse;2009;AUVERGNE-RHONE-ALPES;SAINT-PIERRE-DE-CHARTREUSE;01/02/2003;50965;3404;MIXTE;54369;;;ISERE;
3856301;Musée Lucien Mainssieux;2009;AUVERGNE-RHONE-ALPES;VOIRON;28/07/2004;0;5396;GRATUIT;5396;;;ISERE;
4200301;Musée Alice Taverne;2009;AUVERGNE-RHONE-ALPES;AMBIERLE;01/02/2003;3830;895;MIXTE;4725;;;LOIRE;
4205202;Musée de la Soierie;2009;AUVERGNE-RHONE-ALPES;CHARLIEU;01/02/2003;5077;1789;MIXTE;6866;;;LOIRE;
4209101;Musée d'Histoire du  20ème Siècle - Résistance et Déportation;2009;AUVERGNE-RHONE-ALPES;ESTIVAREILLES;01/02/2003;2255;950;MIXTE;3205;;;LOIRE;
4209401;Musée d'Archéologie;2009;AUVERGNE-RHONE-ALPES;FEURS;01/02/2003;1379;4647;MIXTE;6026;;;LOIRE;
4227901;Musée des Civilisations : Daniel Pouget;2009;AUVERGNE-RHONE-ALPES;SAINT-JUST-SAINT-RAMBERT;01/02/2003;3421;4614;MIXTE;8035;;;LOIRE;
6901801;Musée Folklorique et Traditions Populaires Marius Audin;2009;AUVERGNE-RHONE-ALPES;BEAUJEU;01/02/2003;1967;759;MIXTE;2726;;;RHÔNE;
6938201;Musée des Hospices Civils de Lyon;2009;AUVERGNE-RHONE-ALPES;LYON;01/02/2003;6136;4057;MIXTE;10193;;;RHÔNE;
6938102;Musée des Beaux-Arts;2009;AUVERGNE-RHONE-ALPES;LYON;06/01/2002;115531;179079;MIXTE;294610;;;RHÔNE;
6926401;Musée Paul Dini;2009;AUVERGNE-RHONE-ALPES;VILLEFRANCHE-SUR-SAONE;01/02/2003;13629;7842;MIXTE;21471;;;RHÔNE;
7300601;Musée archéologique et minéralogique Pierre Borrione;2009;AUVERGNE-RHONE-ALPES;AIME-EN-TARENTAISE Cedex;01/02/2003;512;494;MIXTE;1006;;;SAVOIE;
7301101;Musée Municipal d'Albertville-Conflans;2009;AUVERGNE-RHONE-ALPES;ALBERTVILLE;01/02/2003;3001;3045;MIXTE;6046;;;SAVOIE;
6702101;Musée de la Folie Marco;2010;GRAND EST;BARR;01/02/2003;2553;2236;MIXTE;4789;;;BAS-RHIN;
6737201;Musée de l'Image Populaire de Pfaffenhoffen;2010;GRAND EST;PFAFFENHOFFEN;07/09/2002 00:00;1688;1157;MIXTE;2845;;;BAS-RHIN;
6743701;Musée du Château des Rohan;2010;GRAND EST;SAVERNE;01/02/2003;5373;4039;MIXTE;9412;;;BAS-RHIN;
6748205;Cabinet des Estampes et des Dessins;2010;GRAND EST;STRASBOURG;01/02/2003;0;259;GRATUIT;259;;;BAS-RHIN;
6751301;Musée J.F. Oberlin;2010;GRAND EST;WALDERSBACH;01/02/2003;18863;7603;MIXTE;26466;;;BAS-RHIN;
6816401;Musée du Vignoble et des Vins d'Alsace;2010;GRAND EST;KAYSERSBERG VIGNOBLE;01/02/2003;4307;100;MIXTE;4407;;;HAUT-RHIN;
6822401;Musée des Beaux-Arts;2010;GRAND EST;MULHOUSE;01/02/2003;0;20609;GRATUIT;20609;;;HAUT-RHIN;
6822403;Musée National de l'Automobile - Collection Schlumpf;2010;GRAND EST;MULHOUSE;01/02/2003;170707;27535;MIXTE;198242;;;HAUT-RHIN;
6834301;Ecomusée d'Alsace;2010;GRAND EST;UNGERSHEIM;01/02/2003;157087;8939;MIXTE;166026;;;HAUT-RHIN;
2406401;Musée Fernand Desmoulin;2010;NOUVELLE-AQUITAINE;BRANTOME;01/02/2003;17428;888;MIXTE;18316;;;DORDOGNE;
2417204;Musée National de la Préhistoire;2010;NOUVELLE-AQUITAINE;LES EYZIES-DE-TAYAC;06/01/2002;52245;40392;MIXTE;92637;;;DORDOGNE;
2432202;Musée Militaire - Souvenir du Périgord;2010;NOUVELLE-AQUITAINE;PERIGUEUX;01/02/2003;1736;675;MIXTE;2411;;;DORDOGNE;
2432203;Musée Gallo-Romain de Vesunna;2010;NOUVELLE-AQUITAINE;PERIGUEUX;23/10/2009;18005;10770;MIXTE;28775;;;DORDOGNE;
3306301;CAPC Musée d'Art Contemporain de Bordeaux;2010;NOUVELLE-AQUITAINE;BORDEAUX;01/02/2003;37606;88356;MIXTE;125962;;;GIRONDE;
3306303;Musée des Beaux-Arts;2010;NOUVELLE-AQUITAINE;BORDEAUX;06/01/2002;14615;69863;MIXTE;84478;;;GIRONDE;
3306701;Musée de la Voiture à Cheval;2010;NOUVELLE-AQUITAINE;BOURG-SUR-GIRONDE;01/02/2003;2182;1122;MIXTE;3304;;;GIRONDE;
4008801;Musée de Borda;2010;NOUVELLE-AQUITAINE;DAX;01/02/2003;2760;5909;MIXTE;8669;;;LANDES;
4028201;Musée d'Art et d'Histoire du Cap de Gascogne;2010;NOUVELLE-AQUITAINE;SAINT-SEVER;01/02/2003;0;1800;GRATUIT;1800;;;LANDES;
4028701;Musée Municipal du Lac;2010;NOUVELLE-AQUITAINE;SANGUINET;01/02/2003;1739;55;MIXTE;1794;;;LANDES;
6410202;Musée Bonnat;2010;NOUVELLE-AQUITAINE;BAYONNE;01/02/2003;11015;14457;MIXTE;25472;;;PYRÉNÉES ATLANTIQUES;
1518701;Musée de la Haute Auvergne;2010;AUVERGNE-RHONE-ALPES;SAINT-FLOUR;01/02/2003;2145;2519;MIXTE;4664;;;CANTAL;
4316201;Musée des Manufactures de Dentelles;2010;AUVERGNE-RHONE-ALPES;RETOURNAC;22/04/2002;3313;832;MIXTE;4145;;;HAUTE-LOIRE;
6324501;Musée Lapidaire;2010;AUVERGNE-RHONE-ALPES;MOZAC;01/02/2003;36;736;MIXTE;772;;;PUY DE DÔME;
2123107;Musée d'Art Sacré;2010;BOURGOGNE-FRANCHE-COMTE;DIJON;01/02/2003;0;5560;GRATUIT;5560;;;CÔTE D’OR;
2123103;Musée Magnin;2010;BOURGOGNE-FRANCHE-COMTE;DIJON;06/01/2002;6962;10036;MIXTE;16998;;;CÔTE D’OR;
2158401;Musée Municipal François Pompon;2010;BOURGOGNE-FRANCHE-COMTE;SAULIEU;01/02/2003;2668;3192;MIXTE;5860;;;CÔTE D’OR;
5806202;Musée du Costume;2010;BOURGOGNE-FRANCHE-COMTE;CHATEAU-CHINON;01/02/2003;4807;1368;MIXTE;6175;;;NIÈVRE;
5807901;Musée d'Art et d'Histoire Romain Rolland;2010;BOURGOGNE-FRANCHE-COMTE;CLAMECY;01/02/2003;1990;2720;MIXTE;4710;;;NIÈVRE;
5808601;Musée de la Loire;2010;BOURGOGNE-FRANCHE-COMTE;COSNE-SUR-LOIRE;01/02/2003;2288;4086;MIXTE;6374;;;NIÈVRE;
5822701;Musée du Grès de Puisaye;2010;BOURGOGNE-FRANCHE-COMTE;SAINT-AMAND-EN-PUISAYE;01/02/2003;2985;304;MIXTE;3289;;;NIÈVRE;
7107601;Musée Denon;2010;BOURGOGNE-FRANCHE-COMTE;CHALON-SUR-SAONE;01/02/2003;0;15151;GRATUIT;15151;;;SAONE ET LOIRE;
7107602;Musée Nicéphore Niepce;2010;BOURGOGNE-FRANCHE-COMTE;CHALON-SUR-SAONE;01/02/2003;0;27592;GRATUIT;27592;;;SAONE ET LOIRE;
7126301;"L'Atelier d'un Journal"" de Louhans - Musée Municipal";2010;BOURGOGNE-FRANCHE-COMTE;LOUHANS;01/02/2003;2029;3550;MIXTE;5579;;;SAONE ET LOIRE;
7154301;Hôtel Dieu - Musée Greuze;2010;BOURGOGNE-FRANCHE-COMTE;TOURNUS;01/02/2003;11058;2185;MIXTE;13243;;;SAONE ET LOIRE;
8902401;Muséum - Maison de l'Eau;2010;BOURGOGNE-FRANCHE-COMTE;AUXERRE;01/02/2003;0;17207;GRATUIT;17207;;;YONNE;
8902501;Musée de l'Avallonnais Jean Després;2010;BOURGOGNE-FRANCHE-COMTE;AVALLON;01/02/2003;0;6875;GRATUIT;6875;;;YONNE;
8938701;Musée Muncipal;2010;BOURGOGNE-FRANCHE-COMTE;SENS;01/02/2003;4530;37114;MIXTE;41644;;;YONNE;
8944601;Musée Zervos - Maison Romain Rolland;2010;BOURGOGNE-FRANCHE-COMTE;VEZELAY;01/02/2003;6566;2143;MIXTE;8709;;;YONNE;
8947201;Musée d'Art et d'Histoire du Puisaye;2010;BOURGOGNE-FRANCHE-COMTE;VILLIERS-SAINT-BENOIT;01/02/2003;954;1456;MIXTE;2410;;;YONNE;
2205001;Musée du Château de Dinan;2010;BRETAGNE;DINAN;01/02/2003;47859;15677;MIXTE;63536;;;COTES D'ARMOR;
2901902;Musée National de la Marine;2010;BRETAGNE;BREST;06/01/2002;30387;31472;MIXTE;61859;;;FINISTERE;
2915101;Musée de Morlaix;2010;BRETAGNE;MORLAIX;01/02/2003;8091;11701;MIXTE;19792;;;FINISTERE;
2928901;Musée de l'Ecole Rurale en Bretagne;2010;BRETAGNE;TREGARVAN;01/02/2003;10524;2239;MIXTE;12763;;;FINISTERE;
3528801;Musée International du Long-Cours Cap-Hornier;2010;BRETAGNE;SAINT-MALO;01/02/2003;7020;3651;MIXTE;10671;;;ILE ET VILAINE;
3536003;Musée des Rochers-Sévigné;2010;BRETAGNE;VITRE;01/02/2003;3801;5422;MIXTE;9223;;;ILE ET VILAINE;
5602301;Ecomusée de Saint-Dégan;2010;BRETAGNE;BREC'H;01/02/2003;10716;2346;MIXTE;13062;;;MORBIHAN;
1803301;Musée Estève;2010;CENTRE-VAL DE LOIRE;BOURGES;01/02/2003;0;14375;GRATUIT;14375;;;CHER;
1803302;Musée des Arts Décoratifs;2010;CENTRE-VAL DE LOIRE;BOURGES;01/02/2003;0;16237;GRATUIT;16237;;;CHER;
1819701;Musée Saint-Vic;2010;CENTRE-VAL DE LOIRE;SAINT-AMAND-MONTROND;01/02/2003;898;2010;MIXTE;2908;;;CHER;
1827901;Musée Municipal;2010;CENTRE-VAL DE LOIRE;VIERZON;01/02/2003;0;1330;GRATUIT;1330;;;CHER;
2808801;Musée des Beaux-Arts et d'Histoire Naturelle;2010;CENTRE-VAL DE LOIRE;CHATEAUDUN;01/02/2003;3757;4537;MIXTE;8294;;;EURE ET LOIR;
2819601;Musée Marcel Proust;2010;CENTRE-VAL DE LOIRE;ILLIERS-COMBRAY;01/02/2003;4657;517;MIXTE;5174;;;EURE ET LOIR;
3620001;Musée Archéologique d'Argentomagus;2010;CENTRE-VAL DE LOIRE;SAINT-MARCEL;01/02/2003;7903;5097;MIXTE;13000;;;INDRE;
3711501;"""Maison Musée"" René Descartes";2010;CENTRE-VAL DE LOIRE;DESCARTES;01/02/2003;1526;1014;MIXTE;2540;;;INDRE ET LOIRE;
3713201;Musée Lansyer;2010;CENTRE-VAL DE LOIRE;LOCHES;01/02/2003;0;22026;GRATUIT;22026;;;INDRE ET LOIRE;
3724101;Musée du Savignéen;2010;CENTRE-VAL DE LOIRE;SAVIGNE-SUR-LATHAN;01/02/2003;1320;174;MIXTE;1494;;;INDRE ET LOIRE;
4125801;Musée Archéologique;2010;CENTRE-VAL DE LOIRE;THESEE;01/02/2003;652;214;MIXTE;866;;;LOIR ET CHER;
4523401;Musée des Sciences Naturelles;2010;CENTRE-VAL DE LOIRE;ORLEANS;06/01/2002;10551;53785;MIXTE;64336;;;LOIRET;
805301;Musée de la Maison de la Dernière Cartouche;2010;GRAND EST;BAZEILLES;01/02/2003;1598;746;MIXTE;2344;;;ARDENNES;
1006401;Musée Napoléon Ier;2010;GRAND EST;BRIENNE-LE-CHATEAU;01/02/2003;3138;1131;MIXTE;4269;;;AUBE;
1038703;Musée Vauluisant - Musée de la Bonneterie;2010;GRAND EST;TROYES;01/02/2003;2380;2095;MIXTE;4475;;;AUBE;"1038702 ; 1038703"
1038705;Maison de l'Outil  et de la Pensée Ouvrière;2010;GRAND EST;TROYES;01/02/2003;12145;4017;MIXTE;16162;;;AUBE;
1038706;Musée d'Art Moderne;2010;GRAND EST;TROYES;01/02/2003;11074;19069;MIXTE;30143;;;AUBE;
5235301;Musée de la Coutellerie;2010;GRAND EST;NOGENT;18/04/2002;3282;2080;MIXTE;5362;;;HAUTE-MARNE;
5110803;Musée Garinet;2010;GRAND EST;CHALONS-EN-CHAMPAGNE;01/02/2003;177;442;MIXTE;619;;;MARNE;
2A00401;Musée Napoléonien;2010;CORSE;AJACCIO;01/02/2003;7636;4223;MIXTE;11859;;;CORSE DU SUD;
2A00403;Musée Palais Fesch;2010;CORSE;AJACCIO;01/02/2003;26749;12142;MIXTE;38891;;;CORSE DU SUD;
7027901;Musée Baron Martin;2010;BOURGOGNE-FRANCHE-COMTE;GRAY;01/02/2003;5807;4893;MIXTE;10700;;;HAUTE-SAONE;
3950001;Musée des Salines;2010;BOURGOGNE-FRANCHE-COMTE;SALINS-LES-BAINS;01/02/2003;68104;8146;MIXTE;76250;;;JURA;
3904101;Musée de l'Artisanat Jurassien;2010;BOURGOGNE-FRANCHE-COMTE;VOITEUR;01/02/2003;0;19762;GRATUIT;19762;;;JURA;
9201202;Musée-Jardin Paul Landowski;2010;ILE-DE-FRANCE;BOULOGNE-BILLANCOURT;01/02/2003;187;540;MIXTE;727;;;HAUTS DE SEINE;
9206301;Musée National des Châteaux de Malmaison et de Bois-Préau;2010;ILE-DE-FRANCE;RUEIL-MALMAISON;06/01/2002;35650;31840;MIXTE;67490;;;HAUTS DE SEINE;
9207101;Musée de l'Île-de-France;2010;ILE-DE-FRANCE;SCEAUX;01/02/2003;0;48252;GRATUIT;48252;;;HAUTS DE SEINE;
